crscode,name,longitude,latitude,easting,northing,staffinglevel,cctv,ticketmachine,carspaces,busservices,category,frequency,entsexits,dateopened
SNF,SHENFIELD,0.329851,51.630876,561349,195022,fullTime,true,true,537,true,B,550,4149488,
WAD,WADHURST,0.313174,51.073459,562150,133004,partTime,true,true,318,true,D,78,414994,
WNL,WHINHILL,-4.746694,55.938370,228540,675110,unstaffed,true,false,0,true,F,38,41606,
FLW,FULWELL,-0.349468,51.433933,514830,171840,partTime,true,true,0,true,E,81,416226,
CMF,CROMFORD,-1.549162,53.112930,430275,357400,unstaffed,true,true,0,true,F2,34,41640,
GRY,GRAYS,0.321832,51.476246,561340,177810,partTime,true,true,168,true,C2,261,4165432,
DDK,DAGENHAM DOCK,0.146103,51.526088,548975,182980,partTime,true,true,12,true,E,166,416604,
DLM,DELAMERE,-2.666560,53.228774,355600,370400,unstaffed,false,false,5,true,F1,42,41680,
MEO,MEOLS,-3.154269,53.399438,323350,389800,fullTime,true,false,62,true,E,118,416854,
SCU,SCUNTHORPE,-0.650980,53.586174,489400,410800,partTime,true,true,45,true,D,65,417880,
WDD,WIDDRINGTON,-1.616473,55.241305,424485,594190,unstaffed,true,false,4,true,F2,3,4180,
SLH,SLEIGHTS,-0.662481,54.461051,486800,508120,unstaffed,true,false,10,true,F2,8,4182,
HKC,HACKNEY CENTRAL,-0.056058,51.547103,534890,184925,partTime,true,true,25,NA,D,279,4183084,
DUL,DULLINGHAM,0.366664,52.201649,561832,258575,unstaffed,true,true,10,NA,F2,22,41832,
DRU,DRUMGELLOCH,-3.948882,55.867352,278140,665515,unstaffed,true,true,338,true,F,126,418742,6/3/2011
AXP,ALEXANDRA PARADE,-4.210648,55.863169,261747,665542,unstaffed,true,true,0,true,F,72,418768,
HAY,HAYES & HARLINGTON,-0.420684,51.503094,509714,179422,partTime,true,true,120,true,D,322,4203362,
HSY,HORSLEY,-0.435409,51.279345,509223,154518,partTime,true,true,170,true,D,142,421010,
GPK,GRANGE PARK,-0.097358,51.642606,531750,195470,partTime,true,true,41,true,E,164,421216,
DCH,DORCHESTER SOUTH,-2.437243,50.709290,369223,90053,partTime,false,true,47,true,D,68,421474,
WFL,WAINFLEET,0.234727,53.105125,549700,358770,unstaffed,true,false,0,true,F1,30,42160,
BYM,BURNLEY MANCHESTER ROAD,-2.248867,53.784964,383700,432100,unstaffed,true,true,50,true,F1,74,422116,
GTR,GOOSTREY,-2.326470,53.222551,378300,369550,unstaffed,false,true,0,true,F2,41,42266,
ACR,ACCRINGTON,-2.369548,53.752970,375730,428575,partTime,true,true,8,true,E,112,422806,
SUD,SUDBURY & HARROW ROAD,-0.315468,51.554397,516885,185290,unstaffed,true,false,0,true,F1,8,42286,
RAY,RAYNES PARK,-0.230151,51.409172,523190,169280,partTime,true,true,0,true,C2,441,4236152,
BGE,BROAD GREEN,-2.893484,53.406502,340699,390337,fullTime,true,false,0,true,E,137,423710,
EWR,EAST WORTHING,-0.354894,50.821643,515975,103745,unstaffed,true,true,0,true,F1,79,424176,
NRW,NORWICH,1.306820,52.627152,623900,308400,fullTime,true,true,1187,true,B,261,4250834,
SOH,SOUTH HAMPSTEAD,-0.178878,51.541430,526390,184075,fullTime,true,true,0,true,E,145,425732,
ELP,ELLESMERE PORT,-2.896423,53.282189,340330,376510,partTime,true,true,109,true,E,82,425876,
SYD,SYDENHAM (LONDON),-0.054244,51.427246,535370,171600,partTime,true,true,0,true,D,447,4264916,
TRD,TROED-Y-RHIW,-3.346744,51.712424,307050,202380,unstaffed,true,false,0,NA,F2,64,42674,
KNE,KENNETT,0.490464,52.277263,570002,267267,unstaffed,false,true,12,true,F2,24,42684,
MCB,MOULSECOOMB,-0.118842,50.846720,532530,106930,partTime,true,true,0,true,E,190,427034,
SOP,SOUTHPORT,-3.002435,53.646518,333832,417135,fullTime,true,true,0,true,D,207,4271792,
HUT,HUTTON CRANSWICK,-0.433862,53.955853,502865,452220,unstaffed,true,false,10,true,F2,49,42724,
HAP,HATFIELD PEVEREL,0.592124,51.779863,578910,212200,partTime,true,true,232,NA,D,57,427276,
ERA,EASTHAM RAKE,-2.981132,53.307537,334721,379404,fullTime,true,false,101,true,E,194,427608,
APD,APPLEDORE (KENT),0.816342,51.033236,597566,129760,unstaffed,true,true,0,true,F2,48,42792,
BRU,BRUTON,-2.447073,51.111637,368800,134800,unstaffed,true,false,18,true,F1,27,42798,
TAF,TAFFS WELL,-3.262938,51.540803,312510,183190,partTime,true,true,88,NA,F2,192,428572,
MUI,MUIREND,-4.274392,55.809457,257562,659695,partTime,true,true,0,true,E,81,428972,
OTF,OTFORD,0.196779,51.313157,553200,159407,fullTime,true,true,178,true,D,162,429028,
WNT,WANDSWORTH TOWN,-0.188125,51.461046,525970,175120,partTime,true,true,0,true,C2,277,4301484,
FRN,FEARN,-3.993936,57.778141,281518,878244,unstaffed,false,false,0,true,F,13,4304,
UPW,UPWEY,-2.466138,50.648270,367140,83280,unstaffed,true,true,32,true,F2,62,43080,
FEL,FELTHAM,-0.409838,51.447897,510600,173300,fullTime,true,true,20,true,C2,249,4316484,
ASN,ADDLESTONE,-0.484457,51.373044,505587,164866,unstaffed,true,true,0,true,E,75,431860,
SPP,SHIPPEA HILL,0.413345,52.430212,564174,284098,unstaffed,false,false,6,NA,F2,1,432,
BNP,BARNSTAPLE,-4.063117,51.073968,255561,132541,partTime,true,true,87,true,E,28,432196,
WSA,WEST ALLERTON,-2.906964,53.369123,339750,386190,fullTime,true,true,0,true,E,64,43258,
GOR,GORING & STREATLEY,-1.133049,51.521491,460247,180642,partTime,true,true,94,true,E,95,432860,
PFY,POULTON-LE-FYLDE,-2.990624,53.848424,334926,439587,fullTime,true,true,20,true,E,149,433190,
DOD,DODWORTH,-1.531691,53.544323,431130,405400,unstaffed,true,false,14,true,F2,36,43388,
WHR,WEST HORNDON,0.340644,51.567944,562320,188048,partTime,true,true,146,true,E,106,433894,
BWB,BOW BRICKHILL,-0.696078,52.004299,489604,234787,unstaffed,false,false,0,true,F2,34,43410,
BKT,BLAKE STREET,-1.844914,52.604883,410600,300800,partTime,true,true,155,true,E,140,435334,
KLY,KENLEY,-0.100925,51.324775,532420,160120,fullTime,true,true,0,true,E,137,435588,
WWA,WOOLWICH ARSENAL,0.069194,51.489907,543754,178803,fullTime,true,true,110,true,C2,291,4371074,
MRR,MORAR,-5.821917,56.969717,167800,793000,unstaffed,false,false,5,true,F,8,4372,
SEV,SEVENOAKS,0.181669,51.276864,552267,155340,fullTime,true,true,663,true,B,387,4376024,
WID,WIDNES,-2.733537,53.378495,351300,387100,partTime,true,true,50,true,E,96,437722,
ALN,ALTHORNE (ESSEX),0.752483,51.647869,590524,197929,unstaffed,false,true,40,true,F2,54,43816,
HHE,HAYWARDS HEATH,-0.105078,51.005680,533045,124630,fullTime,true,true,0,true,B,363,4382064,
LWT,LOWESTOFT,1.749708,52.474436,654747,292890,partTime,true,true,112,true,C2,72,438476,
SKE,SKEWEN,-3.846509,51.661388,272380,197460,unstaffed,true,false,29,NA,F2,23,43898,
GFF,GILFACH FARGOED,-3.226568,51.684248,315300,199100,unstaffed,false,false,0,NA,F2,37,4396,
FZH,FRIZINGHALL,-1.769001,53.820368,415305,436035,unstaffed,true,true,5,true,F1,187,439718,
RDB,REDBRIDGE,-1.470160,50.919938,437340,113520,unstaffed,true,false,4,true,F2,39,43996,
SSS,SHEERNESS-ON-SEA,0.758533,51.441059,591810,174950,partTime,true,true,0,true,E,79,440216,
WRK,WORKSOP,-1.122771,53.311505,458545,379755,partTime,true,true,100,true,E,101,440390,
KKN,KIRKNEWTON,-3.432511,55.888689,310500,667100,unstaffed,true,false,33,true,F,37,44056,
DOC,DOCKYARD (DEVONPORT),-4.175898,50.382167,245398,55850,unstaffed,true,false,0,true,F2,23,4406,
DPD,DORKING (DEEPDENE),-0.324643,51.238802,517051,150180,unstaffed,false,true,0,true,F1,70,441182,
PER,PENRHIWCEIBER,-3.359944,51.669921,306050,197670,unstaffed,false,false,0,true,F2,62,44140,
SUN,SUNDERLAND,-1.382304,54.905338,439705,556910,fullTime,true,true,0,true,C2,221,441554,
BCY,BROCKLEY,-0.037537,51.464647,536420,175790,partTime,true,true,0,true,D,447,4428748,
TWB,TWEEDBANK,-2.759531,55.605740,352246,634943,unstaffed,true,true,235,true,F,66,443766,6/9/2015
WVF,WIVELSFIELD,-0.120790,50.964295,532060,120000,partTime,true,true,0,true,E,132,443770,
SPT,STOCKPORT,-2.163013,53.405537,389260,389870,fullTime,true,true,1000,true,B,519,4439842,
BFN,BYFLEET & NEW HAW,-0.481390,51.349795,505854,162285,partTime,true,true,0,true,E,88,445004,
COL,COLCHESTER,0.892598,51.900712,599100,226417,fullTime,true,true,1463,true,B,305,4453178,
LAR,LARGS,-4.867197,55.792742,220344,659215,partTime,true,true,10,true,E,92,445718,
CPN,CHAPELTON (DEVON),-4.024722,51.016534,258075,126080,unstaffed,false,false,0,true,F2,4,446,
RDW,READING WEST,-0.990129,51.455499,470264,173430,partTime,true,true,0,true,E,124,447416,
HAC,HACKNEY DOWNS,-0.060819,51.548756,534555,185100,partTime,true,true,0,true,C2,427,4477592,
KBX,KIRBY CROSS,1.214993,51.841396,621566,220753,unstaffed,true,true,0,true,F2,51,44782,
PWE,POLLOKSHAWS EAST,-4.286885,55.824639,256835,661410,unstaffed,true,true,0,true,F,78,448734,
HGF,HAG FOLD,-2.494821,53.533851,367300,404247,partTime,true,false,0,true,E,45,44888,
BRG,BOROUGH GREEN & WROTHAM,0.306245,51.293218,560898,157424,partTime,true,true,157,true,D,86,448990,
FRY,FERRIBY,-0.507830,53.717153,498570,425560,unstaffed,true,false,0,true,F2,43,44918,
WAO,WALTON (MERSEYSIDE),-2.965747,53.456214,335970,395930,fullTime,true,false,10,true,E,124,450148,
SPI,SPITAL,-2.993906,53.339935,333920,383020,fullTime,true,false,71,true,E,194,451286,
MIR,MIRFIELD,-1.692545,53.671399,420410,419480,unstaffed,true,false,35,true,F1,114,451632,
HDL,HEADSTONE LANE,-0.357220,51.602647,513870,190590,fullTime,true,true,0,true,E,144,451654,
WTL,WHITLAND,-4.614391,51.818028,219900,216500,unstaffed,false,false,5,NA,F1,53,45168,
WHD,WEST HAMPSTEAD,-0.191185,51.547466,525520,184725,partTime,true,true,0,true,D,278,4521410,
SIP,SHIPTON,-1.592693,51.865652,428143,218642,unstaffed,true,false,20,true,F2,6,4524,
WDL,WOODHALL,-4.655401,55.931205,234210,674090,partTime,true,false,0,true,E,78,45258,
BDT,BRIDLINGTON,-0.198720,54.084130,517930,466857,partTime,true,true,43,true,D,69,452690,
DBE,DUMBARTON EAST,-4.554137,55.942245,240580,675080,unstaffed,true,true,48,true,F,202,453010,
ACL,ACLE,1.543915,52.634680,639900,310000,unstaffed,true,true,20,NA,F2,44,45336,
PLE,POLLOKSHIELDS EAST,-4.268603,55.841066,258040,663200,partTime,true,true,0,true,E,156,453444,
LAY,LAYTON (LANCS),-3.029990,53.835266,332315,438160,unstaffed,true,false,10,true,F2,46,45414,
MUB,MUSSELBURGH,-3.073201,55.933589,333050,671690,unstaffed,true,true,122,true,F,50,455356,
TON,TONBRIDGE,0.270973,51.191410,558789,146027,fullTime,true,true,716,true,B,339,4554198,
WMR,WIDNEY MANOR,-1.774370,52.395933,415450,277570,partTime,true,true,266,true,E,102,455546,
REE,REEDHAM (NORFOLK),1.559651,52.564502,641350,302250,unstaffed,true,true,15,NA,F1,32,45618,
GMB,GRIMSBY TOWN,-0.086984,53.563427,526800,409125,partTime,true,true,59,true,D,65,456768,
NWD,NORWOOD JUNCTION,-0.075222,51.397017,534000,168200,partTime,true,true,15,NA,C2,435,4576492,
DGT,DEANSGATE,-2.251051,53.474182,383434,397524,partTime,true,true,0,true,D,156,457948,
ETL,EAST TILBURY,0.412928,51.484830,567634,178969,partTime,true,true,0,true,E,99,458116,
HEV,HEVER,0.095069,51.181409,546530,144550,unstaffed,true,true,0,true,F2,45,45854,
BUH,BROUGH,-0.578724,53.726959,493870,426555,partTime,true,true,172,true,E,153,458664,
KSN,KEARSNEY (KENT),1.272061,51.149374,628938,143992,partTime,true,true,0,true,E,57,45878,
GEA,GRETNA GREEN,-3.065198,55.001045,331960,567905,unstaffed,true,false,30,true,F,34,45884,
BAC,BACHE,-2.891670,53.208784,340545,368340,unstaffed,true,true,61,true,F2,117,458908,
AHV,ASH VALE,-0.721649,51.272245,489273,153342,partTime,true,true,0,true,D,148,459054,
SCH,SCOTSTOUNHILL,-4.352888,55.885139,252930,668280,partTime,true,true,0,true,E,144,459274,
HLR,HALL ROAD,-3.049627,53.497484,330468,400600,fullTime,true,false,0,true,E,143,460036,
SAU,ST AUSTELL,-4.789359,50.339515,201611,52565,partTime,true,true,80,true,C2,61,460130,
LIH,LEIGH (KENT),0.210495,51.193899,554555,146175,unstaffed,true,true,0,true,F1,56,46090,
LGD,LINGWOOD,1.489944,52.622100,636317,308423,unstaffed,true,true,6,NA,F2,44,46134,
EUS,LONDON EUSTON,-0.133924,51.528135,529545,182675,fullTime,true,true,0,true,A,749,46146456,
DVY,DOVEY JUNCTION,-3.923902,52.564357,269690,298020,unstaffed,false,false,0,true,F2,49,4622,
DFD,DARTFORD,0.219248,51.447369,554314,174378,fullTime,true,true,186,true,C1,472,4622554,
TRA,TRAFFORD PARK,-2.310631,53.454816,379470,395385,unstaffed,true,true,0,true,F1,30,46340,
LRB,LONDON ROAD (BRIGHTON),-0.136502,50.836661,531315,105780,partTime,true,true,0,true,E,152,463682,
FNW,FARNWORTH,-2.387850,53.550002,374400,406000,partTime,true,true,0,true,E,38,46380,
TRB,TREHERBERT,-3.536302,51.672241,293860,198170,unstaffed,true,false,0,NA,F1,63,464124,
PRE,PRESTON (LANCS),-2.708128,53.756858,353409,429177,fullTime,true,true,1025,true,B,443,4646028,
PMA,PORTSMOUTH ARMS,-3.950579,50.957000,263100,119320,unstaffed,true,false,0,true,F2,4,466,
CWM,CWMBRAN,-3.016203,51.656584,329800,195800,partTime,true,true,76,NA,E,60,466380,
LTL,LITTLEBOROUGH,-2.094651,53.642994,393840,416280,partTime,false,true,36,true,F2,84,466526,
KVP,KIVETON PARK,-1.239844,53.336713,450715,382470,unstaffed,true,false,12,true,F2,47,46654,
KNF,KNUTSFORD,-2.371791,53.301789,375320,378380,partTime,true,true,45,true,D,42,466788,
NES,NESTON,-3.063076,53.291850,329235,377737,unstaffed,false,false,50,NA,F2,30,46714,
PLN,PORTLETHEN,-2.126611,57.061375,392420,796710,unstaffed,false,true,28,true,F,41,46722,
YAT,YATTON,-2.827779,51.391012,342500,166100,partTime,true,true,80,true,E,77,467586,
LDN,LLANDANWG,-4.123857,52.836160,257030,328630,unstaffed,false,false,0,true,F2,16,4682,
STN,STONEHAVEN,-2.225297,56.966822,386400,786200,partTime,true,true,47,true,D,85,469616,
WOL,WOLVERTON,-0.804267,52.065876,482065,241508,partTime,true,true,238,true,E,103,470352,
MEV,MERTHYR VALE,-3.336576,51.686644,307700,199500,unstaffed,true,false,0,NA,F2,64,47068,
UCK,UCKFIELD,0.096381,50.968737,547295,120905,partTime,true,true,0,true,E,47,471646,
MAI,MAIDENHEAD,-0.722660,51.518667,488725,180745,partTime,true,true,384,true,C1,258,4717360,
WHC,WALTHAMSTOW CENTRAL,-0.019815,51.582917,537295,188975,partTime,true,true,184,true,C2,163,4718610,
SHH,SHIREHAMPTON,-2.679275,51.484348,352929,176374,unstaffed,true,false,10,true,F2,50,47234,
BWN,BLOXWICH NORTH,-2.017684,52.625435,398900,303075,unstaffed,true,true,26,true,F2,68,47238,
SAR,ST ANDREWS ROAD,-2.696313,51.512770,351776,179546,unstaffed,true,false,10,true,F2,17,4724,
MAL,MALDEN MANOR,-0.261274,51.384728,521090,166510,partTime,true,true,18,true,E,69,472582,
LGK,LONGBECK,-1.030473,54.589217,462750,521990,unstaffed,true,false,0,true,F2,67,47282,
HLG,HALL GREEN,-1.845651,52.436908,410590,282115,partTime,true,true,105,true,E,102,474898,
PCN,PAISLEY CANAL,-4.424117,55.840076,248300,663420,unstaffed,true,true,0,true,F,69,474918,
MPT,MORPETH,-1.683074,55.162375,420290,585385,partTime,true,true,72,true,E,59,474998,
WNN,WENNINGTON,-2.587510,54.123703,361700,469920,unstaffed,true,false,7,true,F2,16,4768,
OUS,OULTON BROAD SOUTH,1.707659,52.469602,651920,292205,unstaffed,true,true,6,true,F2,33,47696,
DUN,DUNBAR,-2.513346,55.998292,368080,678490,partTime,true,true,76,true,D,33,477986,
NWX,NEW CROSS,-0.032441,51.476342,536739,177100,fullTime,true,true,0,true,C2,435,4783728,
CWU,CROWHURST,0.501337,50.888578,576028,112879,partTime,true,true,30,true,E,58,47864,
NSH,NORTH SHEEN,-0.287876,51.465153,519030,175410,partTime,true,true,0,true,E,143,479128,
PMD,PEMBROKE DOCK,-4.938047,51.693911,197040,203550,unstaffed,false,true,20,NA,F1,18,47918,
BHM,BIRMINGHAM NEW STREET,-1.900205,52.477817,406875,286659,fullTime,true,true,38,true,A,1033,47927772,
DBR,DERBY ROAD (IPSWICH),1.182643,52.050553,618320,243910,unstaffed,true,true,0,NA,F2,39,47938,
SVG,STEVENAGE,-0.207109,51.901686,523448,224090,fullTime,true,true,0,true,C1,428,4794974,
SVR,SILVERDALE,-2.803842,54.169908,347620,475200,unstaffed,true,false,0,true,F2,38,47978,
TVP,TIVERTON PARKWAY,-3.359644,50.917176,304520,113960,fullTime,true,true,429,true,D,88,480022,
RYE,RYE (SUSSEX),0.730695,50.952368,591895,120543,partTime,true,true,0,true,E,48,480322,
SNY,SUNNYMEADS,-0.559374,51.470287,500160,175575,unstaffed,true,true,0,true,F2,73,48040,
MIJ,MITCHAM JUNCTION,-0.157757,51.392948,528270,167600,partTime,true,true,0,true,E,160,481368,
CBC,COATBRIDGE CENTRAL,-4.031897,55.862504,272930,665125,unstaffed,true,false,0,true,F,35,48156,
BEL,BEAULY,-4.469866,57.478281,252005,845807,unstaffed,false,false,21,true,F,23,48270,
GMD,GRIMSBY DOCKS,-0.075617,53.574320,527520,410357,unstaffed,true,false,0,true,F2,18,4830,
TQY,TORQUAY,-3.543275,50.461132,290555,63505,partTime,true,true,30,true,C2,74,483450,
THE,THEALE,-1.074973,51.433450,464400,170900,partTime,true,true,216,true,E,78,483904,
DCG,DUNCRAIG,-5.637130,57.337000,181207,833239,unstaffed,false,false,0,true,F,8,484,
BIG,BILLINGSHURST,-0.450302,51.015203,508803,125123,partTime,true,true,0,true,E,73,484148,
SQE,SURREY QUAYS,-0.047519,51.493195,535642,178946,unstaffed,true,true,0,NA,C,584,4878020,
PAN,PANGBOURNE,-1.090470,51.485400,463251,176664,partTime,true,true,90,true,E,95,488122,
HYT,HYDE NORTH,-2.085457,53.464798,394424,396454,unstaffed,true,false,15,true,F2,39,48836,
HUD,HUDDERSFIELD,-1.784690,53.648501,414330,416910,fullTime,true,true,28,true,B,367,4897612,
GAR,GARROWHILL,-4.129460,55.855237,266800,664500,partTime,true,true,0,true,E,126,489846,
GNL,GREEN LANE,-3.016415,53.383253,332490,387860,fullTime,true,false,60,true,E,195,490196,
THA,THATCHAM,-1.243190,51.393843,452752,166361,partTime,true,true,90,true,E,78,490346,
BAI,BLAIRHILL,-4.043290,55.866449,272230,665585,partTime,true,true,0,true,E,132,491822,
BLX,BLOXWICH,-2.011478,52.618199,399320,302270,unstaffed,true,true,0,true,F2,68,49186,
CSM,CASTLETON MOOR,-0.946648,54.467142,468370,508485,unstaffed,true,false,5,true,F2,8,4928,
HMN,HOMERTON,-0.042360,51.547010,535840,184940,partTime,true,true,0,NA,E,279,4931672,
WBP,WEST BROMPTON,-0.195593,51.487060,525380,178000,fullTime,true,true,0,true,E,198,4936112,
BAW,BLACKWATER,-0.776741,51.331580,485320,159875,unstaffed,false,true,100,true,F2,77,493756,
HES,HESSLE,-0.441823,53.717436,502925,425685,unstaffed,true,false,0,true,F2,43,49400,
WWD,WOOLWICH DOCKYARD,0.054642,51.491125,542740,178910,partTime,true,true,0,true,E,210,494202,
OXS,OXSHOTT,-0.362419,51.336394,514172,160973,partTime,true,true,145,true,D,78,494946,
BUW,BURLEY-IN-WHARFEDALE,-1.753372,53.908149,416300,445805,unstaffed,true,true,55,true,F1,137,495522,
WGT,WIGTON,-3.164343,54.829116,325300,548875,unstaffed,true,true,6,true,F1,38,49568,
GLZ,GLAZEBROOK,-2.459657,53.428358,369555,392495,partTime,false,false,0,true,E,29,49574,
CDD,CARDENDEN,-3.261642,56.141254,321700,695000,unstaffed,true,false,13,true,F,45,49636,
CMD,CAMDEN ROAD,-0.138701,51.541789,529175,184185,partTime,true,true,0,true,D,279,4968410,
NLS,NAILSEA & BACKWELL,-2.750634,51.419407,347900,169200,partTime,true,true,100,true,F2,77,497878,
SDY,SANDY,-0.281190,52.124732,517765,248773,partTime,true,true,149,true,E,86,497992,
KGN,KINGS NYMPTON,-3.905411,50.936072,266212,116910,unstaffed,true,false,0,true,F2,11,5000,
LHA,LOCH AWE,-5.041975,56.402015,212380,727460,unstaffed,false,false,10,true,F,14,5002,
KNG,KINGSTON,-0.301166,51.412750,518242,169561,fullTime,true,true,0,true,C1,156,5012744,
THW,THE HAWTHORNS,-1.964009,52.505371,402540,289720,partTime,true,true,182,true,E,178,501526,
LLG,LLANGADOG,-3.893147,51.940211,269960,228550,unstaffed,false,false,4,true,F2,10,5018,
RYH,RYE HOUSE,0.005628,51.769411,538488,209762,partTime,true,true,0,NA,E,85,502976,
LFD,LINGFIELD,-0.007165,51.176451,539400,143800,partTime,true,true,0,true,E,99,503444,
BAY,BAYFORD,-0.095610,51.757715,531537,208274,unstaffed,true,true,50,true,F2,100,50398,
HMS,HELMSDALE,-3.658687,58.117437,302380,915475,unstaffed,false,false,4,true,F,8,5044,
BMN,BROMLEY NORTH,0.016993,51.408326,540380,169630,partTime,true,true,220,true,D,131,505472,
PBO,PETERBOROUGH,-0.249837,52.574974,518700,298900,fullTime,true,true,1186,true,B,362,5059576,
CTR,CHESTER,-2.879593,53.196694,341335,366985,fullTime,true,true,236,true,B,392,5061662,
PGM,PENGAM,-3.230100,51.670453,315030,197570,partTime,true,false,0,true,F2,103,507024,
AGV,ABERGAVENNY,-3.009647,51.816688,330500,213600,partTime,false,true,64,NA,D,61,507782,
SDE,SHADWELL,-0.056934,51.511282,534935,180940,unstaffed,true,true,0,true,C,584,5087054,
ROC,ROCHE,-4.830197,50.418540,199040,61460,unstaffed,true,false,0,true,F2,11,5090,
WCM,WICKHAM MARKET,1.398680,52.151099,632605,255760,unstaffed,true,true,48,NA,F1,34,50932,
KBC,KINBRACE,-3.941208,58.258311,286190,931600,unstaffed,false,false,0,true,F,7,510,
PNA,PENALLY,-4.722055,51.658918,211820,199080,unstaffed,false,false,30,NA,F2,18,5102,
LAM,LAMPHEY,-4.873256,51.667185,201400,200400,unstaffed,false,false,0,true,F2,18,5108,
WND,WENDOVER,-0.747372,51.761756,486547,207750,partTime,true,true,206,true,E,85,511392,
KYN,KEYNSHAM,-2.495629,51.417975,365631,168890,partTime,true,true,50,true,F1,59,511642,
BLT,BLANTYRE,-4.086971,55.797324,269265,657975,partTime,true,true,54,true,E,139,511822,
MPL,MARPLE,-2.057263,53.400691,396290,389320,partTime,true,true,0,true,D,77,511900,
YRD,YARDLEY WOOD,-1.854380,52.421501,410000,280400,partTime,true,true,100,true,E,102,511992,
SOF,SOUTH WOODHAM FERRERS,0.606505,51.649457,580420,197735,partTime,true,true,164,true,C2,54,513228,
HHL,HEATH HIGH LEVEL,-3.181541,51.516429,318111,180385,unstaffed,true,true,0,NA,F2,112,513242,
HDG,HEALD GREEN,-2.236667,53.369414,384350,385865,fullTime,false,false,14,true,E,103,513342,
WNS,WINNERSH,-0.876859,51.430281,478177,170740,partTime,true,true,0,true,D,83,513392,
JEQ,JEWELLERY QUARTER,-1.913213,52.489433,405990,287950,partTime,true,true,0,true,E,175,513712,
