crscode,name,longitude,latitude,easting,northing,staffinglevel,cctv,ticketmachine,carspaces,busservices,category,frequency,entsexits,dateopened
UMB,UMBERLEIGH,-3.982887,50.996746,260950,123800,unstaffed,true,false,15,true,F2,28,33060,
LWM,LLANTWIT MAJOR,-3.481617,51.409746,297050,168900,unstaffed,true,true,40,true,F2,39,331038,
QRP,QUEENS ROAD (PECKHAM),-0.057314,51.473565,535020,176745,fullTime,true,true,0,true,E,310,3311738,
CRE,CREWE,-2.432969,53.089623,371100,354800,fullTime,true,true,779,true,B,494,3317760,
HLF,HILLFOOT,-4.320274,55.920091,255100,672100,unstaffed,true,true,16,true,F,121,331928,
HSD,HAMSTEAD (BIRMINGHAM),-1.928978,52.531067,404915,292580,partTime,false,true,0,true,E,72,332020,
MNR,MANOR ROAD,-3.171438,53.394776,322200,389300,fullTime,true,false,0,true,E,118,332086,
NMP,NORTHAMPTON,-0.906653,52.237499,474759,260486,fullTime,true,true,813,true,C1,156,3331206,
WDH,WOODHOUSE,-1.357553,53.363742,442850,385400,unstaffed,true,true,10,true,F2,44,33396,
HWD,HAWARDEN,-3.032081,53.185357,331130,365860,unstaffed,false,false,16,true,F2,30,33424,
PRT,PRESTATYN,-3.407132,53.336496,306400,383100,partTime,true,true,36,true,D,78,334258,
SUY,SUDBURY (SUFFOLK),0.735444,52.036276,587723,241073,unstaffed,false,true,140,true,F1,39,334274,
LLS,LLANISHEN,-3.181978,51.532745,318110,182200,unstaffed,true,true,42,true,F2,112,334372,
RAV,RAVENGLASS FOR ESKDALE,-3.408814,54.355706,308540,496490,unstaffed,true,false,0,true,F2,33,33456,
SLT,SALTCOATS,-4.784290,55.633881,224830,641330,partTime,true,true,101,true,E,74,334644,
STT,STEWARTON,-4.518057,55.682152,241780,646060,unstaffed,true,true,111,true,F,69,334794,
WMB,WEMBLEY CENTRAL,-0.296433,51.552324,518210,185090,fullTime,true,true,0,true,C2,438,3350506,
DBG,MOTTISFONT & DUNBRIDGE,-1.547085,51.033924,431855,126160,unstaffed,false,false,0,true,F2,34,33522,
BLE,BRAMLEY (WEST YORKSHIRE),-1.637206,53.805347,423990,434400,unstaffed,true,false,20,true,F1,112,335624,
DLW,DALWHINNIE,-4.246198,56.935168,263420,784900,unstaffed,false,false,2,true,F,14,3368,
MSL,MOSSLEY (MANCHESTER),-2.041282,53.514977,397360,402034,partTime,false,false,26,true,E,42,336906,
WHT,WHITCHURCH (CARDIFF),-3.223250,51.520749,315225,180913,unstaffed,true,true,0,NA,F2,60,33700,
DMC,DRUMCHAPEL,-4.362879,55.904811,252380,670490,partTime,true,true,29,true,E,142,337244,
HPD,HARPENDEN,-0.351480,51.814643,513735,214175,fullTime,true,true,0,true,D,288,3373086,
MTS,MONTROSE,-2.472074,56.712797,371200,758000,partTime,true,true,50,true,D,105,337860,
MEP,MEOPHAM,0.356952,51.386422,564100,167900,partTime,true,true,167,true,D,127,337940,
DVN,DAVENPORT,-2.152958,53.390899,389925,388240,partTime,true,false,35,true,E,97,338124,
HLS,HILSEA,-1.058797,50.828275,466385,103615,unstaffed,true,true,0,true,E,169,338306,
WCR,WHITECRAIGS,-4.310157,55.790321,255250,657640,partTime,true,true,172,true,E,81,338604,
MNS,MAGHULL NORTH,-2.92012,53.51669,339087,402618,partTime,true,false,156,true,E,124,339066,18/6/2018
HLN,HARLINGTON (BEDFORDSHIRE),-0.495690,51.962060,503456,230355,partTime,true,true,0,true,D,172,339092,
HYR,HAYDONS ROAD,-0.188815,51.425446,526020,171160,partTime,true,true,0,true,E,83,339922,
NFN,NAFFERTON,-0.386076,54.011221,505860,458450,unstaffed,true,false,0,true,F2,48,34048,
DAT,DATCHET,-0.579422,51.483075,498740,176970,partTime,true,true,0,true,E,73,340704,
LAS,LLANSAMLET,-3.884685,51.661501,269740,197540,unstaffed,true,false,20,true,F2,23,34138,
IPS,IPSWICH,1.144426,52.050591,615700,243800,fullTime,true,true,480,true,B,254,3416026,
BTL,BATLEY,-1.622952,53.709940,424985,423790,unstaffed,true,true,20,true,F1,70,341942,
YAE,YATE,-2.432522,51.540600,370100,182500,partTime,false,true,120,true,F1,41,341994,
BRC,BREICH,-3.668125,55.827311,295600,660600,unstaffed,false,false,0,true,F,31,342,
BSL,BEASDALE,-5.763801,56.899552,170900,785000,unstaffed,false,false,0,true,F,8,342,
DUD,DUDDESTON,-1.871390,52.488361,408830,287835,partTime,true,true,0,true,E,154,342734,
HEX,HEXHAM,-2.094795,54.973458,394030,564320,partTime,true,true,100,true,D,84,342808,
CDQ,CARDIFF QUEEN STREET,-3.170180,51.481960,318838,176539,fullTime,true,true,0,true,C1,541,3431518,
WTT,WITTON (WEST MIDLANDS),-1.884435,52.512378,407940,290505,partTime,true,true,0,true,E,71,344056,
ALM,ALNMOUTH,-1.636638,55.392776,423115,611040,partTime,true,true,76,true,E,40,344602,
SOC,SOUTHEND CENTRAL,0.711727,51.537063,588162,185503,partTime,true,true,138,true,C1,253,3446092,
BAM,BAMFORD,-1.689082,53.338998,420800,382500,unstaffed,true,true,0,true,F2,34,34526,
POK,POKESDOWN,-1.825102,50.731086,412440,92400,partTime,true,true,0,true,E,75,345354,
BUX,BUXTON,-1.912863,53.260720,405910,373750,partTime,true,true,53,true,E,61,345596,
CGN,COGAN,-3.189090,51.445991,317460,172560,unstaffed,true,true,24,NA,F2,130,345644,
THU,THURGARTON,-0.962257,53.028942,469695,348465,unstaffed,true,false,0,true,F2,18,3462,
BID,BIDSTON,-3.078561,53.409135,328400,390800,fullTime,true,false,19,true,E,148,346344,
KGX,LONDON KINGS CROSS,-0.122926,51.530882,530300,183000,fullTime,true,true,322,true,A,431,34645924,
SWK,SOUTHWICK,-0.235962,50.832515,524323,105147,partTime,true,true,0,true,E,155,346866,
RNF,RAINFORD,-2.789469,53.517104,347750,402560,unstaffed,true,false,10,true,F2,28,34690,
HWW,HOW WOOD (HERTFORDSHIRE),-0.344670,51.717740,514449,203409,unstaffed,false,false,0,true,F2,44,34690,
PTC,PORTCHESTER,-1.124240,50.848748,461749,105835,partTime,true,true,0,true,E,124,347572,
WMN,WARMINSTER,-2.176734,51.206775,387750,145300,partTime,true,true,60,true,E,72,348658,
WEE,WEELEY,1.115482,51.853097,614657,221756,unstaffed,true,true,0,true,F2,44,34908,
HNK,HINCKLEY (LEICS),-1.371923,52.534997,442700,293200,partTime,true,false,70,true,E,42,349176,
BCJ,BURSCOUGH JUNCTION,-2.840605,53.597518,344465,411545,unstaffed,true,false,0,true,F2,35,34936,
EMS,EMSWORTH,-0.938430,50.851613,474825,106325,partTime,true,true,0,true,E,139,349556,
EMP,EMERSON PARK,0.220113,51.568641,553965,187865,unstaffed,true,true,0,NA,F2,64,349632,
NRB,NORBURY,-0.121926,51.411444,530710,169720,fullTime,true,true,0,true,C2,263,3496376,
GTY,GATLEY,-2.231234,53.392903,384720,388477,partTime,false,true,0,true,E,77,349700,
MAU,MAULDETH ROAD,-2.209251,53.433059,386195,392940,partTime,true,true,20,true,E,72,349738,
THO,THORNFORD,-2.578987,50.910575,359390,112505,unstaffed,true,false,0,true,F2,18,3498,
GMY,GOODMAYES,0.110807,51.565577,546400,187300,partTime,true,true,0,NA,C2,270,3498332,
SWE,SWINESHEAD,-0.187167,52.969802,521840,342920,unstaffed,true,false,0,true,F2,4,3508,
SKG,SKEGNESS,0.334347,53.143178,556230,363215,fullTime,true,true,0,true,E,30,350864,
LSK,LISKEARD,-4.469575,50.446863,224760,63695,partTime,true,true,80,true,D,89,351172,
SRO,SHIREOAKS,-1.167991,53.324773,455515,381195,unstaffed,true,false,0,true,F2,46,35166,
HGR,HITHER GREEN,-0.000944,51.452024,539000,174455,fullTime,true,true,0,true,C2,333,3529314,
HTO,HIGHTOWN,-3.057068,53.525104,330020,403680,fullTime,true,false,0,true,E,143,353172,
RVN,RAVENSTHORPE,-1.655579,53.675523,422850,419950,unstaffed,true,false,0,true,F2,41,35342,
BYC,BETWS-Y-COED,-3.800861,53.092065,279500,356500,unstaffed,false,false,75,true,F1,12,35364,
HGG,HAGGERSTON,-0.075667,51.538704,533555,183955,unstaffed,true,true,0,NA,C,584,3538534,27/4/2010
LRH,LARKHALL,-3.975512,55.738594,276065,651235,unstaffed,true,true,214,true,F,70,354604,
KNU,KNUCKLAS,-3.096877,52.359860,325400,274100,unstaffed,false,false,0,NA,F2,9,3548,
NMK,NEWMARKET,0.406208,52.237942,564400,262700,unstaffed,true,true,12,NA,F1,36,355068,
MVL,MALVERN LINK,-2.319511,52.125467,378223,247510,partTime,true,true,96,true,E,86,355256,
SDW,SANDWICH,1.342568,51.269902,633258,157613,partTime,true,true,12,true,E,56,355290,
LHS,LIMEHOUSE,-0.039803,51.512535,536120,181111,partTime,true,true,0,true,E,382,3553990,
PNC,PENYCHAIN,-4.338719,52.903101,242801,336524,unstaffed,false,false,0,true,F2,16,3554,
INR,INVERURIE,-2.373559,57.286266,377580,821800,partTime,true,true,104,true,E,113,355824,
ISP,ISLIP,-1.238182,51.825752,452600,214400,unstaffed,true,true,23,true,F2,18,35584,26/10/2015
BKW,BERKSWELL,-1.642840,52.395879,424400,277600,partTime,true,true,82,true,E,81,355928,
CSO,CROSTON,-2.777750,53.667558,348710,419290,unstaffed,true,false,20,true,F2,35,35598,
BEC,BECKENHAM HILL,-0.015951,51.424581,538040,171375,partTime,true,true,0,true,E,151,356958,
HDH,HAMPSTEAD HEATH,-0.165705,51.555208,527265,185630,partTime,true,true,0,true,D,279,3569998,
COI,CROSSHILL,-4.256811,55.833284,258750,662310,partTime,true,false,0,true,E,156,357112,
SDA,SNODLAND,0.448241,51.330229,570660,161860,unstaffed,true,true,41,true,F2,74,357372,
EFL,EAST FARLEIGH,0.484729,51.255236,573484,153607,unstaffed,true,true,6,true,F2,45,35742,
YAL,YALDING,0.412164,51.226482,568526,150241,unstaffed,true,true,16,true,F1,45,35758,
LLH,LLANGENNECH,-4.078929,51.691134,256400,201200,unstaffed,false,false,0,true,F2,10,3578,
EBN,EASTBOURNE,0.281247,50.769376,560959,99124,partTime,true,true,0,true,C1,187,3580630,
COH,CROWBOROUGH,0.188012,51.046380,553472,129725,partTime,true,true,0,true,E,47,358082,
IRL,IRLAM,-2.433230,53.434308,371315,393146,unstaffed,true,true,16,true,F1,68,358312,
DYC,DYCE,-2.192322,57.205648,388480,812780,unstaffed,true,true,100,true,F,124,358670,
TYC,TY CROES,-4.474733,53.222556,234882,372360,unstaffed,true,false,0,true,F2,20,3590,
HON,HONITON,-3.186718,50.796579,316460,100340,partTime,true,true,65,true,D,41,359130,
GFN,GIFFNOCK,-4.293014,55.803988,256375,659125,partTime,true,true,109,true,E,77,359202,
STP,LONDON ST PANCRAS INTERNATIONAL,-0.126463,51.532512,530050,183175,fullTime,true,true,322,true,A,958,35984204,
GAL,GALASHIELS,-2.806900,55.618350,349278,636380,unstaffed,true,true,0,true,F,66,360416,6/9/2015
EMD,EAST MIDLANDS PARKWAY,-1.263232,52.862499,449700,329700,fullTime,true,true,850,true,C1,130,360770,26/1/2009
BEP,BERMUDA PARK,-1.472178,52.501432,435927,289412,unstaffed,true,true,0,true,F,36,36088,18/1/2016
EDR,EDMONTON GREEN,-0.061112,51.624927,534310,193570,partTime,true,true,0,true,C2,189,3622730,
GNW,GREENWICH,-0.013340,51.478133,538060,177335,fullTime,true,true,2,true,D,212,3623470,
MLT,MALTON,-0.797222,54.132074,478690,471360,partTime,true,true,39,true,E,37,363136,
PTF,PANTYFFYNNON,-3.997429,51.778876,262300,210800,unstaffed,false,false,6,true,F2,10,3632,
FLD,FAULDHOUSE,-3.719319,55.822472,292380,660140,unstaffed,true,false,9,true,F,33,36334,
NNT,NUNTHORPE,-1.169449,54.527879,453850,515050,unstaffed,true,false,6,true,F2,33,36346,
KPA,KENSINGTON OLYMPIA,-0.210364,51.497897,524325,179180,partTime,true,true,60,true,C2,198,3636880,
EWD,EARLSWOOD (WEST MIDLANDS),-1.861169,52.366579,409550,274290,unstaffed,false,false,0,true,F2,36,36372,
OLY,OCKLEY,-0.336014,51.151510,516477,140455,unstaffed,true,true,0,true,F2,40,36388,
MLY,MORLEY,-1.590977,53.749922,427070,428250,unstaffed,true,true,15,true,F1,70,364374,
GKC,GREENOCK CENTRAL,-4.752634,55.945338,228200,675900,partTime,true,true,21,NA,E,114,365330,
PYC,PONTYCLUN,-3.392918,51.523766,303460,181459,unstaffed,false,true,0,true,F2,39,365524,
BWT,BRIDGWATER,-2.990405,51.127855,330790,136975,partTime,true,true,39,true,E,48,365788,
SMT,ST MARGARETS (HERTS),0.001269,51.787839,538131,211803,partTime,false,true,39,true,E,85,365922,
SSC,SEASCALE,-3.484511,54.395874,303715,501060,unstaffed,true,false,18,true,F2,33,36618,
HWB,HAWARDEN BRIDGE,-3.032717,53.218072,331140,369500,unstaffed,false,false,0,true,F2,7,3664,
BEF,BENFLEET,0.561713,51.543943,577733,185893,fullTime,true,true,125,true,C2,262,3664766,
BSV,BUCKSHAW PARKWAY,-2.660830,53.673339,356441,419855,partTime,true,true,204,true,D,103,366486,3/10/2011
EKB,ESKBANK,-3.083073,55.881801,332343,665936,unstaffed,true,true,248,true,F,66,367042,6/9/2015
BWO,BRICKET WOOD,-0.359115,51.705426,513482,202017,unstaffed,false,false,0,true,F2,44,36840,
HYW,HINCHLEY WOOD,-0.340524,51.374997,515600,165300,partTime,true,true,0,true,E,78,368546,
OUT,OUTWOOD,-1.510400,53.715285,432410,424430,unstaffed,true,false,130,true,F1,78,369158,
CYP,CRYSTAL PALACE,-0.072610,51.418107,534120,170550,partTime,true,true,13,NA,D,371,3691584,
SLK,SILKSTONE COMMON,-1.563479,53.534916,429030,404340,unstaffed,true,false,5,true,F2,36,36926,
DKD,DUNKELD & BIRNAM,-3.578399,56.557055,303080,741680,unstaffed,false,false,30,NA,F,22,36930,
MEN,MENHENIOT,-4.409223,50.426227,228970,61260,unstaffed,false,false,25,true,F2,8,3696,
ARB,ARBROATH,-2.588931,56.559572,363900,741000,partTime,true,true,18,true,D,106,369906,
ALO,ALLOA,-3.790056,56.117788,288800,693115,unstaffed,true,true,64,true,F,40,370452,19/5/2008
JCH,JAMES COOK UNIVERSITY HOSPITAL,-1.208569,54.552029,451288,517708,unstaffed,true,false,0,false,F,33,37080,18/5/2014
FSK,FISKERTON,-0.912188,53.060272,473000,352000,unstaffed,true,false,15,true,F2,38,37102,
HRW,HARROW & WEALDSTONE,-0.334571,51.592167,515465,189460,fullTime,true,true,0,true,C1,510,3713016,
SOW,SOWERBY BRIDGE,-1.907021,53.707845,406235,423495,unstaffed,true,true,56,true,F1,105,371668,
WIL,WILLINGTON,-1.563360,52.853643,429500,328550,unstaffed,true,false,0,true,F2,14,37168,
POR,PORTH,-3.407188,51.612535,302660,191350,partTime,true,true,0,true,D,63,372876,
RYB,ROY BRIDGE,-4.837242,56.888363,227250,781030,unstaffed,false,false,0,true,F,8,3742,
WDM,WINDERMERE,-2.903391,54.379601,341420,498610,partTime,true,true,19,true,E,34,374414,
HDB,HAYDON BRIDGE,-2.247588,54.975174,384250,564535,unstaffed,true,false,10,true,F2,35,37504,
WHP,WEST HAMPSTEAD THAMESLINK,-0.191837,51.548474,525472,184836,partTime,true,true,0,true,E,337,3755576,
SWI,SWINDON (WILTS),-1.785511,51.565471,414964,185199,fullTime,true,true,578,true,C1,182,3756422,
APY,APPERLEY BRIDGE,-1.705828,53.841747,419454,438429,unstaffed,false,true,297,true,F,66,375794,13/12/2015
BUK,BUCKNELL,-2.947378,52.357377,335577,273680,unstaffed,false,false,0,NA,F2,9,3758,
CSS,CHESSINGTON SOUTH,-0.308158,51.356549,517900,163300,partTime,true,true,4,true,E,69,375964,
ABW,ABBEY WOOD,0.121394,51.491061,547374,179035,partTime,true,true,0,true,C2,291,3769402,
CYK,CLYDEBANK,-4.404414,55.900690,249768,670121,partTime,true,true,0,true,E,140,377758,
GIL,GILLINGHAM (DORSET),-2.272624,51.034033,380980,126110,partTime,true,true,140,true,D,54,378014,
CSK,CALSTOCK,-4.208987,50.497795,243428,68775,unstaffed,false,false,30,true,F2,18,37834,
LHO,LANGHO,-2.448659,53.804830,370550,434375,unstaffed,true,false,5,true,F2,42,37850,
BGS,BOGSTON,-4.711401,55.937040,230738,674875,unstaffed,true,false,0,true,F,68,37860,
RDH,REDHILL,-0.165900,51.240199,528128,150600,fullTime,true,true,0,true,C1,378,3787090,
PUL,PULBOROUGH,-0.516558,50.957357,504285,118595,partTime,true,true,0,true,D,73,378736,
NCM,NORTH CAMP,-0.731199,51.275793,488600,153725,partTime,true,true,62,true,E,77,379940,
LUT,LUTON,-0.414040,51.882303,509259,221604,fullTime,true,true,0,true,B,344,3801538,
EST,EASTERHOUSE,-4.107176,55.859755,268210,664960,partTime,true,true,75,true,E,126,380208,
GYM,GREAT YARMOUTH,1.720886,52.612158,652000,308100,partTime,true,true,35,true,C2,45,381002,
HDY,HEADINGLEY,-1.594188,53.817972,426815,435820,unstaffed,true,true,5,true,F1,77,381176,
CAY,CARNTYNE,-4.178572,55.854871,263725,664555,unstaffed,true,true,0,true,F,129,381342,
TIP,TIPTON,-2.065701,52.530440,395640,292510,partTime,true,true,55,true,E,75,381746,
PAD,LONDON PADDINGTON,-0.176174,51.515994,526648,181251,fullTime,true,true,152,true,A,900,38181588,
AHS,ASHURST (KENT),0.152652,51.128661,550726,138801,unstaffed,true,true,0,true,F1,45,38190,
SGL,SOUTH GYLE,-3.299476,55.936352,318920,672240,unstaffed,true,true,63,true,F,79,381972,
RML,ROMILEY,-2.089326,53.414010,394160,390804,partTime,true,false,50,true,E,135,382384,
GUI,GUIDE BRIDGE,-2.113711,53.474626,392550,397550,partTime,false,false,140,true,E,142,382542,
WNF,WINCHFIELD,-0.906977,51.284948,476324,154546,partTime,true,true,250,true,D,82,382830,
RDD,RIDDLESDOWN,-0.099387,51.332484,532505,160980,partTime,true,true,0,true,E,88,383248,
SWN,SWINTON (SOUTH YORKS),-1.305821,53.486238,446160,399060,partTime,true,true,150,true,E,114,383352,
DWD,DOLWYDDELAN,-3.885132,53.052011,273740,352190,unstaffed,false,false,10,true,F2,11,3838,
TBW,TUNBRIDGE WELLS,0.262810,51.130232,558428,139207,fullTime,true,true,75,true,C1,160,3838532,
AXM,AXMINSTER,-3.004723,50.779269,329260,98225,partTime,true,true,100,true,D,39,384220,
SMD,STAMFORD (LINCS),-0.480115,52.647830,502925,306650,partTime,true,true,60,true,E,37,384560,
CMN,CARMARTHEN,-4.305961,51.853351,241280,219710,fullTime,true,true,85,true,D,72,385894,
ERL,EARLESTOWN,-2.637663,53.451135,357750,395120,partTime,true,false,0,true,E,138,386882,
KEM,KEMBLE,-2.022817,51.676994,398519,197581,partTime,true,true,339,true,D,39,387798,
BAU,BARTON-ON-HUMBER,-0.443437,53.688917,502888,422510,unstaffed,true,false,20,true,F1,35,38798,
BNF,BRITON FERRY,-3.819252,51.637894,274200,194800,unstaffed,false,false,0,NA,F1,23,38820,
POT,PONTEFRACT TANSHELF,-1.318915,53.694127,445070,422180,unstaffed,true,false,22,true,F2,35,38830,
BGH,BRIGHOUSE,-1.779439,53.698196,414660,422440,unstaffed,false,false,65,true,F1,79,388522,
GLG,GLENGARNOCK,-4.674502,55.738886,232190,652740,partTime,true,true,168,true,E,101,388982,
HAN,HANWELL,-0.338583,51.511833,515390,180520,partTime,true,true,0,true,E,74,389010,
CEL,CHELFORD (CHESHIRE),-2.280577,53.270308,381385,374850,unstaffed,true,false,0,true,F2,41,38906,
CES,CRESSING (ESSEX),0.577961,51.852335,577648,220224,unstaffed,true,true,12,NA,F2,44,39010,
DBY,DERBY,-1.463355,52.916546,436182,335593,fullTime,true,true,609,true,B,392,3902176,
HYD,HEYFORD,-1.299270,51.919189,448290,224750,unstaffed,true,false,28,true,F2,26,39028,
BFF,BLAENAU FFESTINIOG,-3.938595,52.994547,269984,345894,unstaffed,false,false,40,true,F1,12,39102,
CAM,CAMBERLEY,-0.744272,51.336326,487573,160441,partTime,true,true,18,true,D,73,391680,
HAB,HABROUGH,-0.269461,53.606075,514600,413560,unstaffed,true,false,13,true,F2,52,39172,
BSD,BEARSTED,0.577580,51.275820,579882,156119,partTime,true,true,49,true,D,82,391758,
DON,DONCASTER,-1.139845,53.522148,457125,403175,fullTime,true,true,500,true,B,465,3917948,
SHP,SHEPPERTON,-0.446786,51.396803,508153,167563,partTime,true,true,7,true,D,81,392426,
GCW,GLAN CONWY,-3.797727,53.267420,280200,376000,unstaffed,true,false,0,NA,F2,12,3932,
LBK,LONG BUCKBY,-1.086467,52.294715,462400,266680,partTime,false,true,90,true,E,133,393560,
NUM,NORTHUMBERLAND PARK,-0.053932,51.601967,534875,191030,partTime,true,true,0,true,E,51,393574,
CWC,CHAPPEL & WAKES COLNE,0.758501,51.925904,589770,228860,unstaffed,true,true,0,NA,F2,38,39360,
AAT,ACHANALT,-4.913851,57.609594,226020,861473,unstaffed,false,false,4,true,F,8,394,
BIP,BISHOPSTONE (SUSSEX),0.082757,50.780142,546930,99908,unstaffed,true,true,0,true,F2,76,39422,
DPT,DEVONPORT,-4.170710,50.378532,245755,55435,unstaffed,true,false,0,true,F2,26,39464,
MBK,MILLBROOK (HANTS),-1.433842,50.911494,439900,112600,unstaffed,true,false,0,true,F2,38,39474,
FRL,FAIRLIE,-4.853267,55.751941,221030,654640,unstaffed,true,false,9,true,F,38,39498,
TWN,TOWN GREEN,-2.904487,53.542805,340160,405510,fullTime,true,false,52,true,E,124,395678,
LCS,LOCHEILSIDE,-5.290036,56.855405,199500,778600,unstaffed,false,false,0,true,F,8,396,
ALT,ALTRINCHAM,-2.346889,53.387715,377026,387931,partTime,true,true,45,true,C2,42,396832,
UNI,UNIVERSITY (BIRMINGHAM),-1.936684,52.451240,404400,283700,partTime,true,true,0,true,D,280,3969812,
SPR,SPRINGBURN,-4.230534,55.881936,260570,667670,partTime,true,true,0,true,E,147,397018,
CTH,CHADWELL HEATH,0.128958,51.568037,547650,187610,partTime,true,true,0,NA,C2,282,3973098,
HBP,HORNBEAM PARK,-1.526822,53.979867,431130,453860,unstaffed,true,true,10,true,F1,91,397636,
LEG,LEA GREEN,-2.724977,53.426808,351924,392469,fullTime,true,true,190,true,E,104,397832,
EPS,EPSOM (SURREY),-0.268778,51.334391,520700,160900,fullTime,true,true,0,true,C1,352,3981152,
GNF,GREENFIELD,-2.013843,53.538856,399180,404690,partTime,true,true,12,true,E,43,398628,
CNL,CANLEY,-1.547575,52.399239,430880,278010,partTime,true,true,94,true,E,82,398880,
NBR,NARBOROUGH,-1.203346,52.571292,454090,297350,partTime,true,false,45,true,E,41,399002,
WTA,WESTER HAILES,-3.284339,55.914316,319820,669770,unstaffed,true,false,38,true,F,37,39942,
NRD,NORTH ROAD (DARLINGTON),-1.553950,54.536198,428960,515750,unstaffed,true,false,0,true,F2,30,39968,
THS,THURSO,-3.527548,58.590175,311300,967920,partTime,false,false,3,true,E,8,39974,
LLE,LLANELLI,-4.161303,51.673865,250650,199445,partTime,true,true,0,true,E,73,399892,
LCK,LOCKWOOD,-1.800791,53.634732,413270,415375,unstaffed,true,false,10,true,F2,36,40006,
CWD,CRESWELL,-1.216395,53.264111,452365,374410,unstaffed,true,true,15,true,F2,37,40070,
BRS,BERRYLANDS,-0.280714,51.399043,519700,168070,partTime,true,true,5,true,E,74,400700,
HDF,HADFIELD,-1.965320,53.460743,402400,396000,partTime,false,true,15,true,E,68,400912,
WIV,WIVENHOE,0.956138,51.856529,603670,221680,partTime,true,true,55,true,E,96,401240,
KSL,KEARSLEY (MANCHESTER),-2.375120,53.544138,375240,405343,unstaffed,true,false,0,true,F2,37,40152,
MFT,MANSFIELD,-1.198434,53.142099,453715,360850,partTime,true,true,103,true,F1,57,401826,
WTI,WINNERSH TRIANGLE,-0.891332,51.436740,477160,171443,partTime,true,true,123,true,E,81,401998,
SRC,STREATHAM COMMON,-0.136010,51.418728,529710,170505,partTime,true,true,0,true,C2,263,4023862,
BAS,BERE ALSTON,-4.200354,50.485592,244000,67400,unstaffed,false,false,13,true,F2,18,40250,
TRH,TREHAFOD,-3.380974,51.610149,304470,191050,unstaffed,true,false,12,NA,F2,63,40254,
DMF,DUMFRIES,-3.604303,55.072555,297660,576520,partTime,true,false,134,true,D,38,402564,
PYG,PAISLEY GILMOUR STREET,-4.424506,55.847348,248304,664230,partTime,true,true,75,true,C,380,4027962,
NSD,NEWSTEAD,-1.221788,53.069981,452240,352810,unstaffed,true,true,20,true,F1,42,40288,
AVY,ABERDOVEY,-4.057067,52.543955,260600,296000,unstaffed,false,false,25,true,F2,18,40390,
ELD,EARLSWOOD (SURREY),-0.170823,51.227327,527820,149160,partTime,true,true,0,true,E,88,404288,
RIS,RISHTON,-2.420158,53.763813,372400,429800,unstaffed,true,false,10,true,F2,37,40458,
CLU,CARLUKE,-3.848925,55.731263,283990,650200,partTime,true,true,355,true,F,96,405328,
BDM,BEDFORD,-0.479442,52.136186,504167,249744,fullTime,true,true,0,true,C1,320,4058190,
SRL,SHIRLEY,-1.845180,52.403419,410630,278390,partTime,true,true,79,true,E,102,406290,
BCK,BUCKLEY,-3.055926,53.163034,329500,363400,unstaffed,true,false,13,NA,F2,30,40636,
LLO,LLANDRINDOD,-3.379138,52.242358,305930,261360,partTime,false,false,18,NA,E,11,40672,
KIN,KINGUSSIE,-4.052192,57.077780,275700,800400,partTime,true,false,20,true,D,26,40758,
WBC,WATERBEACH,0.196791,52.262304,550020,264955,unstaffed,true,true,82,true,F2,61,407650,
MCH,MARCH,0.091198,52.559892,541857,297838,partTime,true,true,31,NA,E,58,407914,
CBR,COOKSBRIDGE,-0.009203,50.903755,540077,113474,unstaffed,true,true,0,true,F2,30,40912,
PTW,PRESTWICK TOWN,-4.615156,55.501696,234920,626210,partTime,true,true,104,true,E,133,409414,
URM,URMSTON,-2.353796,53.448269,376600,394670,partTime,true,true,6,true,E,66,409472,
SUU,SUNBURY,-0.417783,51.418312,510119,169998,partTime,true,true,65,true,D,81,409878,
AFK,ASHFORD INTERNATIONAL,0.876197,51.143704,601282,142204,fullTime,true,true,616,true,B,327,4102872,
HDW,HADLEY WOOD,-0.176173,51.668495,526225,198210,partTime,true,true,0,true,E,142,410386,
YSM,YSTRAD MYNACH,-3.241295,51.640933,314200,194300,partTime,true,true,34,NA,E,132,410388,
KNA,KNARESBOROUGH,-1.470416,54.009022,434805,457130,unstaffed,true,true,0,true,F1,67,410710,
BCH,BIRCHINGTON-ON-SEA,1.301408,51.377491,629849,169444,partTime,true,true,28,true,E,89,410808,
AMB,AMBERGATE,-1.480697,53.060515,434900,351600,unstaffed,true,true,50,true,F2,35,41130,
SFI,SHAWFAIR,-3.078712,55.919937,332682,670176,unstaffed,true,true,53,true,F,66,41138,6/9/2015
SRA,STRATFORD (LONDON),-0.003397,51.541893,538557,184444,fullTime,true,true,0,true,B,1017,41206226,
EBV,EBBW VALE PARKWAY,-3.196103,51.757142,317539,207172,unstaffed,true,true,100,NA,F1,34,41210,6/2/2008
FRF,FAIRFIELD,-2.145775,53.471292,390421,397183,unstaffed,true,false,0,true,F2,33,41296,
NEI,NEILSTON,-4.426952,55.783036,247900,657080,partTime,true,true,30,true,E,81,414032,
PHR,PENSHURST,0.173472,51.197336,551957,146480,unstaffed,true,true,0,true,F1,56,41408,
DAK,DALMARNOCK,-4.217708,55.842084,261230,663210,partTime,true,true,0,true,E,202,414150,
FRB,FAIRBOURNE,-4.049413,52.696040,261600,312900,unstaffed,true,false,10,NA,F2,18,41420,
LEB,LEA BRIDGE,-0.036673,51.566546,536176,187123,unstaffed,true,true,0,true,F,68,414504,15/5/2016
LTN,LUTON AIRPORT PARKWAY,-0.395881,51.872436,510533,220534,fullTime,true,true,0,true,D,596,4148530,
